Year,Item ID,Material,Item Category,Item Detail 1,Item Detail 2,Item Size,Size Unit of Measure,Size Note,Comment,Standard Length (mm),Standard Width or Diameter (mm),Standard Height (mm),Standard Interior Diameter (mm),Standard Thinkness / Wall (mm),Item Length Measured (m),Item Width Measured (m),Full Units Counted,Quantity Unit of Measure,Quantity Scapped,Unit price incl VAT,VAT,Source Quantity on hand value excl VAT rounded
2021,TFL00009,Teflon,Sheet,,,16,mm,,,1200,1200,,,16,0.21,0.065,,m²,,12571.67,0.14,150.5292066
2021,TFL00009,Teflon,Sheet,,,16,mm,,,1200,1200,,,16,0.11,0.15,,m²,0.0165,0,0.14,0
2021,TFN00003,Tufnol,Sheet,,,0.76,mm,,No standard length and width available,,,,,0.76,1.23,1.23,,m²,,128,0.14,169.8694737
2021,TFN00003,Tufnol,Sheet,,,0.76,mm,,No standard length and width available,,,,,0.76,1.1,1.04,,m²,,128,0.14,128.4491228
2021,TFN00004,Tufnol,Sheet,,,1.6,mm,,No standard length and width available,,,,,1.6,0.93,1.14,,m²,,218,0.14,202.74
2021,TFN00004,Tufnol,Sheet,,,1.6,mm,,No standard length and width available,,,,,1.6,1.23,1.23,,m²,,218,0.14,289.3089474
2021,TFN00004,Tufnol,Sheet,,,1.6,mm,,No standard length and width available,,,,,1.6,1.23,1.23,,m²,,218,0.14,289.3089474
2021,TFN00004,Tufnol,Sheet,,,1.6,mm,,No standard length and width available,,,,,1.6,1.23,1.03,,m²,,218,0.14,242.2668421
2021,TFN00004,Tufnol,Sheet,,,1.6,mm,,No standard length and width available,,,,,1.6,1.05,0.8,,m²,,218,0.14,160.6315789
2021,TFN00005,Tufnol,Sheet,,,3.2,mm,,No standard length and width available,,,,,3.2,0.955,0.945,,m²,,500,0.14,395.8223684
2021,TFN00006,Tufnol,Sheet,,,8.34,mm,,No standard length and width available,,,,,8.34,0.97,0.79,,m²,,1022,0.14,686.9812281
2021,TFN00007,Tufnol,Sheet,,,13,mm,,No standard length and width available,,,,,13,1.23,0.775,,m²,,1532,0.14,1281.034211
2021,TFN00008,Tufnol,Sheet,,,20.36,mm,,No standard length and width available,,,,,20.36,0.955,1.115,,m²,,3160,0.14,2951.620175
2021,GLS00050,Glass,Socket,,,12,,,No Size units and measurement available,,,,,,,,19,each,,32.79,0.14,546.5
2021,GLS00051,Glass,Socket,,,14,,,No Size units and measurement available,,,,,,,,0,each,,23,0.14,0
2021,GLS00052,Glass,Socket,,,19,,,No Size units and measurement available,,,,,,,,16,each,,28.75,0.14,403.5087719
2021,GLS00053,Glass,Socket,,,24,,,No Size units and measurement available,,,,,,,,13,each,,37.95,0.14,432.7631579
2021,GLS00054,Glass,Socket,,,29,,,No Size units and measurement available,,,,,,,,14,each,,49.74,0.14,610.8421053
2021,GLS00055,Glass,Socket,,,40,,,No Size units and measurement available,,,,,,,,6,each,,122.1,0.14,642.6315789
2021,GLS00056,Glass,Socket,,,45,,,No Size units and measurement available,,,,,,,,2,each,,122.1,0.14,214.2105263
2021,GLS00057,Glass,Stopcock,3-way,PTFE,NS 18.8 / 2.5,,,No Size units and measurement available,,,,,,,,1,each,,604.2,0.14,530
2021,GLS00058,Glass,Stopcock,3-way,SWB,NS 14.5 / 2,,,No Size units and measurement available,,,,,,,,3,each,,355.99,0.14,936.8157895
2021,GLS00059,Glass,Stopcock,Single way,PTFE,14.5 / 2.5,,,No Size units and measurement available,,,,,,,,12,each,,241.5,0.14,2542.105263
2021,GLS00060,Glass,Stopcock,Single way,PTFE,14.5 / 4,,,No Size units and measurement available,,,,,,,,12,each,,287.5,0.14,3026.315789
2021,GLS00061,Glass,Stopcock,Single way,PTFE,24-Jun,,,No Size units and measurement available,,,,,,,,7,each,,684,0.14,4200
2021,GLS00062,Glass,Stopcock,Single way,PTFE,24-Aug,,,No Size units and measurement available,,,,,,,,5,each,,695.06,0.14,3048.508772
2021,GLS00063,Glass,Stopcock,Single way,SWB,14.5 / 2.5,,,No Size units and measurement available,,,,,,,,17,each,,161,0.14,2400.877193
2021,GLS00064,Glass,Stopcock,Single way,SWB,14.5 / 4,,,No Size units and measurement available,,,,,,,,18,each,,195.5,0.14,3086.842105
2021,GLS00065,Glass,Stopcock,Single way,SWB,18.8 / 6,,,No Size units and measurement available,,,,,,,,0,each,,252.02,0.14,0
2021,GLS00066,Glass,Tubing,Boro,,6 x 1,mm,,,,6,,,1,50.73,,,m,,33.28,0.14,1480.96
2021,GLS00067,Glass,Tubing,Boro,,6 x 1.5,mm,,,,6,,,1.5,44.7,,,m,,33.28,0.14,1304.926316
2021,GLS00068,Glass,Tubing,Boro,,7 x 1.5,mm,,,,7,,,1.5,231.73,,,m,,28.66,0.14,5825.773509
2021,GLS00069,Glass,Tubing,Boro,,8 x 1.5,mm,,,,8,,,1.5,95.35,,,m,,34.5,0.14,2885.592105
2021,GLS00070,Glass,Tubing,Boro,,9 x 1.5,mm,,,,9,,,1.5,36.33,,,m,,42.17,0.14,1343.891316
2021,GLS00071,Glass,Tubing,Boro,,10 x 1.5,mm,,,,10,,,1.5,20.65,,,m,,36.86,0.14,667.6833333
2021,GLS00072,Glass,Tubing,Boro,,12 x 1,mm,,,,12,,,1,3.35,,,m,,34.5,0.14,101.3815789
2021,GLS00073,Glass,Tubing,Boro,,12 x 1.5,mm,,,,12,,,1.5,14.18,,,m,,45.39,0.14,564.5878947
2021,GLS00074,Glass,Tubing,Boro,,13 x 1.5,mm,,,,13,,,1.5,12.46,,,m,,50.27,0.14,549.4422807
2021,GLS00075,Glass,Tubing,Boro,,13 x 2.2,mm,,,,13,,,2.2,2.49,,,m,,69.11,0.14,150.9507895
2021,GLS00076,Glass,Tubing,Boro,,14 x 1.5,mm,,,,14,,,1.5,0.96,,,m,,54.08,0.14,45.54105263
2021,GLS00077,Glass,Tubing,Boro,,14 x 2.2,mm,,,,14,,,2.2,6.46,,,m,,75.57,0.14,428.23
2021,GLS00078,Glass,Tubing,Boro,,15 x 1.8,mm,,,,15,,,1.8,28.3,,,m,,69.11,0.14,1715.625439
2021,GLS00079,Glass,Tubing,Boro,,16 x 1.8,mm,,,,16,,,1.8,18.95,,,m,,73.91,0.14,1228.591667
2021,GLS00080,Glass,Tubing,Boro,,18 x 1.8,mm,,,,18,,,1.8,18.12,,,m,,84.63,0.14,1345.171579
2021,GLS00081,Glass,Tubing,Boro,,19 x 2.5,mm,,,,19,,,2.5,0,,,m,,119.8,0.14,0
2021,GLS00082,Glass,Tubing,Boro,,20 x 1.8,mm,,,,20,,,1.8,27.76,,,m,,95.22,0.14,2318.690526
2021,GLS00083,Glass,Tubing,Boro,,22 x 1.8,mm,,,,22,,,1.8,9.51,,,m,,105.97,0.14,884.0128947
2021,GLS00084,Glass,Tubing,Boro,,24 x 1.2,mm,,,,24,,,1.2,3,,,m,,79.1,0.14,208.1578947
2021,GLS00085,Glass,Tubing,Boro,,24 x 1.8,mm,,,,24,,,1.8,16.5,,,m,,116.11,0.14,1680.539474
2021,GLS00086,Glass,Tubing,Boro,,26 x 2,mm,,,,26,,,2,10.2,,,m,,139.33,0.14,1246.636842
2021,GLS00087,Glass,Tubing,Boro,,28 x 2,mm,,,,28,,,2,23.2,,,m,,152.05,0.14,3094.350877
2021,GLS00088,Glass,Tubing,Boro,,30 x 1.4,mm,,,,30,,,1.4,19.28,,,m,,116.73,0.14,1974.170526
2021,GLS00089,Glass,Tubing,Boro,,30 x 2,mm,,,,30,,,2,17.07,,,m,,162.41,0.14,2431.876053
2021,GLS00090,Glass,Tubing,Boro,,30 x 2.8,mm,,,,30,,,2.8,1.5,,,m,,162.41,0.14,213.6973684
2021,GLS00091,Glass,Tubing,Boro,,32 x 2,mm,,,,32,,,2,14.62,,,m,,202.13,0.14,2592.228596
2021,GLS00092,Glass,Tubing,Boro,,36 x 2,mm,,,,36,,,2,13.44,,,m,,230.55,0.14,2718.063158
2021,GLS00093,Glass,Tubing,Boro,,38 x 2,mm,,,,38,,,2,2.78,,,m,,240.16,0.14,585.6533333
2021,GLS00094,Glass,Tubing,Boro,,40 x 2.3,mm,,,,40,,,2.3,3.55,,,m,,292.19,0.14,909.8899123
2021,GLS00095,Glass,Tubing,Boro,,42 x 2.3,mm,,,,42,,,2.3,9.35,,,m,,306.2,0.14,2511.377193
2021,GLS00096,Glass,Tubing,Boro,,44 x 2.3,mm,,,,44,,,2.3,5.68,,,m,,320.21,0.14,1595.432281
2021,GLS00097,Glass,Tubing,Boro,,46 x 1.6,mm,,,,46,,,1.6,16.06,,,m,,338,0.14,4761.649123
2021,GLS00098,Glass,Tubing,Boro,,46 x 2.3,mm,,,,46,,,2.3,1.55,,,m,,338,0.14,459.5614035
2021,GLS00099,Glass,Tubing,Boro,,48 x 2.3,mm,,,,48,,,2.3,11.42,,,m,,352.23,0.14,3528.479474
2021,GLS00100,Glass,Tubing,Boro,,50 x 2.5,mm,,,,50,,,2.5,3.97,,,m,,400.26,0.14,1393.887895
2021,GLS00101,Glass,Tubing,Boro,,52 x 2.5,mm,,,,52,,,2.5,7.5,,,m,,488.85,0.14,3216.118421
2021,GLS00102,Glass,Tubing,Boro,,54 x 1.8,mm,,,,54,,,1.8,0.86,,,m,,371.86,0.14,280.5259649
2021,GLS00103,Glass,Tubing,Boro,,54 x 2.5,mm,,,,54,,,2.5,2.9,,,m,,509.74,0.14,1296.707018
2021,GLS00104,Glass,Tubing,Boro,,56 x 1.8,mm,,,,56,,,1.8,2.75,,,m,,526.45,0.14,1269.945175
2021,GLS00105,Glass,Tubing,Boro,,58 x 4.5,mm,,,,58,,,4.5,0,,,m,,752.08,0.14,0
2021,GLS00106,Glass,Tubing,Boro,,60 x 3.2,mm,,,,60,,,3.2,1.56,,,m,,718.66,0.14,983.4294737
2021,GLS00107,Glass,Tubing,Boro,,65 x 2.2,mm,,,,65,,,2.2,14.3,,,m,,549.96,0.14,6898.621053
2021,GLS00108,Glass,Tubing,Boro,,65 x 3.2,mm,,,,65,,,3.2,1.85,,,m,,780.28,0.14,1266.24386
2021,GLS00109,Glass,Tubing,Boro,,70 x 2.2,mm,,,,70,,,2.2,2.35,,,m,,587.56,0.14,1211.198246
2021,GLS00110,Glass,Tubing,Boro,,75 x 3.2,mm,,,,75,,,3.2,2.19,,,m,,911.89,0.14,1751.788684
2021,GLS00111,Glass,Tubing,Boro,,85 x 2.5,mm,,,,85,,,2.5,0.22,,,m,,1128.11,0.14,217.7054386
2021,GLS00112,Glass,Tubing,Boro,,90 x 3.5,mm,,,,90,,,3.5,0.81,,,m,,1193.92,0.14,848.3115789
2021,GLS00113,Glass,Tubing,Boro,,95 x 2.5,mm,,,,95,,,2.5,0.46,,,m,,864.89,0.14,348.9907018
2021,GLS00114,Glass,Tubing,Boro,,100 x 2.5,mm,,,,100,,,2.5,1.13,,,m,,1341.21,0.14,1329.445
2021,GLS00115,Glass,Tubing,Boro,,120 x 5,mm,,,,120,,,5,0.57,,,m,,2596.4,0.14,1298.2
2021,GLS00116,Glass,Tubing,Boro,,125 x 5,mm,,,,125,,,5,0.35,,,m,,2703.68,0.14,830.077193
2021,SST00051,Stainless steel,Tubing,Dairy,,8 x 1.2,mm,,No Unit Price available,,8,,,1.2,0,,,m,,,0.14,0
2021,SST00052,Stainless steel,Tubing,Dairy,,15 x 1,mm,,No Unit Price available,,15,,,1,0.97,,,m,,,0.14,0
2021,SST00053,Stainless steel,Tubing,Dairy,,19 x 1,mm,,No Unit Price available,,19,,,1,0,,,m,,,0.14,0
2021,SST00054,Stainless steel,Tubing,Dairy,,22 x 1.5,mm,,No Unit Price available,,22,,,1.5,5.14,,,m,,,0.14,0
2021,SST00055,Stainless steel,Tubing,Dairy,,25.4 x 1.5,mm,,No Unit Price available,,25.4,,,1.5,1.725,,,m,,,0.14,0
2021,SST00056,Stainless steel,Tubing,Dairy,,31.7 x 1.5,mm,,No Unit Price available,,31.7,,,1.5,2.755,,,m,,,0.14,0
2021,SST00057,Stainless steel,Tubing,Dairy,,33.35 x 2.7,mm,,No Unit Price available,,33.35,,,2.7,0,,,m,,,0.14,0
2021,SST00058,Stainless steel,Tubing,Dairy,,41.26 x 1.6,mm,,No Unit Price available,,41.26,,,1.6,4.86,,,m,,,0.14,0
2021,SST00059,Stainless steel,Tubing,Dairy,,48.4 x 3.5,mm,,No Unit Price available,,48.4,,,3.5,2.6,,,m,,,0.14,0
2021,SST00060,Stainless steel,Tubing,Dairy,,51 x 1.2,mm,,No Unit Price available,,51,,,1.2,5.7,,,m,,,0.14,0
2021,SST00061,Stainless steel,Tubing,Dairy,,60.3 x 2.8,mm,,No Unit Price available,,60.3,,,2.8,0,,,m,,,0.14,0
2021,SST00062,Stainless steel,Tubing,Dairy,,60.7 x 6.5,mm,,No Unit Price available,,60.7,,,6.5,0,,,m,,,0.14,0
2021,SST00063,Stainless steel,Tubing,Dairy,,63.5 x 1.6,mm,,No Unit Price available,,63.5,,,1.6,1.01,,,m,,,0.14,0
2021,SST00064,Stainless steel,Tubing,Dairy,,76.3 x 1.5,mm,,No Unit Price available,,76.3,,,1.5,5.45,,,m,,,0.14,0
2021,SST00065,Stainless steel,Tubing,Hydraulic,,3.18 x 0.9,mm,,No Unit Price available,,3.18,,,0.9,0,,,m,,,0.14,0
2021,SST00066,Stainless steel,Tubing,Hydraulic,,6.35,mm,"(1/4"")",No Unit Price available,,6.35,,,,5.025,,,m,,,0.14,0
2021,SST00067,Stainless steel,Tubing,Hydraulic,,8,mm,,No Unit Price available,,8,,,,1.1,,,m,,,0.14,0
2021,SST00068,Stainless steel,Tubing,Hydraulic,,10 x 1,mm,,No Unit Price available,,10,,,1,13.015,,,m,,,0.14,0
2021,SST00069,Stainless steel,Tubing,Hydraulic,,12 x 1,mm,,No Unit Price available,,12,,,1,2.52,,,m,,,0.14,0
2021,SST00070,Stainless steel,Tubing,Hydraulic,,12.7 x 1.2,mm,,No Unit Price available,,12.7,,,1.2,1.42,,,m,,,0.14,0
2021,SST00071,Stainless steel,Tubing,Hydraulic,,17.3 x 12.5,mm,,No Unit Price available,,17.3,,,12.5,0.445,,,m,,,0.14,0
2021,SST00072,Stainless steel,Tubing,Hydraulic,,21.5 x 2,mm,,No Unit Price available,,21.5,,,2,3,,,m,,,0.14,0
2021,SST00073,Stainless steel,Tubing,Hydraulic,,21.5 x 2.5,mm,,No Unit Price available,,21.5,,,2.5,8.145,,,m,,,0.14,0
2021,SST00074,Stainless steel,Tubing,Hydraulic,,26.8 x 2.5,mm,,No Unit Price available,,26.8,,,2.5,2.02,,,m,,,0.14,0
2021,SST00075,Stainless steel,Tubing,Hydraulic,,33.4 x 2.6,mm,,No Unit Price available,,33.4,,,2.6,0.54,,,m,,,0.14,0
2021,SST00077,Stainless steel,Tubing,Hydraulic,,9.53,mm,"(3/8"")",No Unit Price available,,,,,,9.17,,,m,,,0.14,0
2021,ALM00062,Aluminium,Tubing,Rectangular,,50 x 25 x 2,mm,,,,50,25,,2,6.945,,,m,,56.54,0.14,344.4476316
2021,MST00084,Mild steel,Tubing,Rectangular,,16 x 9.5 x 1.63,mm,,,,16,9.5,,1.63,1.13,,,m,,23.33,0.14,23.12535088
2021,MST00085,Mild steel,Tubing,Rectangular,,26 x 9.5 x 1.3,mm,,,,26,9.5,,1.3,8.245,,,m,,10.83,0.14,78.3275
2021,MST00086,Mild steel,Tubing,Rectangular,,26 x 12 x 1.6,mm,,,,26,12,,1.6,42.33,,,m,,10.83,0.14,402.135
2021,MST00087,Mild steel,Tubing,Rectangular,,38 x 25 x 1.6,mm,,,,38,25,,1.6,0,,,m,,23.59,0.14,0
2021,MST00087,Mild steel,Tubing,Rectangular,,38 x 25 x 1.6,mm,,,,38,25,,1.6,0,,,m,,23.59,0.14,0
2021,MST00088,Mild steel,Tubing,Rectangular,,38 x 25 x 2,mm,,,,38,25,,2,0,,,m,,29.2,0.14,0
2021,MST00088,Mild steel,Tubing,Rectangular,,38 x 25 x 2,mm,,,,38,25,,2,3.75,,,m,,29.2,0.14,96.05263158
2021,MST00089,Mild steel,Tubing,Rectangular,,76 x 38 x 2.0,mm,,,,76,38,,2,2.64,,,m,,39.15,0.14,90.66315789
2021,MST00090,Mild steel,Tubing,Rectangular,,76 x 50 x 2,mm,,,,76,50,,2,3.97,,,m,,4.07,0.14,14.17359649
2021,MST00091,Mild steel,Tubing,Rectangular,,76 x 50 x 2.5,mm,,,,76,50,,2.5,0,,,m,,39.15,0.14,0
2021,SST00078,Stainless steel,Tubing,Rectangular,,30 x 19.8 x 1.5,mm,,,,30,19.8,,1.5,3.9,,,m,,16.15,0.14,55.25
2021,SST00079,Stainless steel,Tubing,Rectangular,,80 x 40 x 1.8,mm,,,,80,40,,1.8,6,,,m,,243.96,0.14,1284
2021,ALM00063,Aluminium,Tubing,Round,,8 x 1,mm,,,,8,,7,1,21.61,,,m,,6.34,0.14,120.1819298
2021,ALM00064,Aluminium,Tubing,Round,,9 x 1.1,mm,,,,9,,7.9,1.1,2.44,,,m,,5.69,0.14,12.17859649
2021,ALM00065,Aluminium,Tubing,Round,,9.5 x 1.2,mm,,,,9.5,,8.3,1.2,10.11,,,m,,5.69,0.14,50.46131579
2021,ALM00066,Aluminium,Tubing,Round,,15.8 x 1.6,mm,,,,15.8,,14.2,1.6,1.49,,,m,,9.5,0.14,12.41666667
2021,ALM00067,Aluminium,Tubing,Round,,18.8 x 1.6,mm,,,,18.8,,17.2,1.6,2.395,,,m,,15.96,0.14,33.53
2021,ALM00068,Aluminium,Tubing,Round,,19 x 3,mm,,,,19,,16,3,30.645,,,m,,39.12,0.14,1051.607368
2021,ALM00069,Aluminium,Tubing,Round,,19 x 1.8,mm,,,,19,,17.2,1.8,5.98,,,m,,15.96,0.14,83.72
2021,ALM00070,Aluminium,Tubing,Round,,19 x 1.2,mm,,,,19,,17.8,1.2,29.545,,,m,,12.16,0.14,315.1466667
2021,ALM00071,Aluminium,Tubing,Round,,19.5 x 1.5,mm,,,,19.5,,18,1.5,0,,,m,,9.39,0.14,0
2021,ALM00072,Aluminium,Tubing,Round,,22.5 x 1.9,mm,,,,22.5,,20.6,1.9,11.9,,,m,,18.81,0.14,196.35
2021,ALM00073,Aluminium,Tubing,Round,,25.4 x 3,mm,,,,25.4,,22.4,3,2.505,,,m,,40.28,0.14,88.51
2021,ALM00074,Aluminium,Tubing,Round,,25.4 x 1.6,mm,,,,25.4,,23.8,1.6,18.965,,,m,,22.04,0.14,366.6566667
2021,ALM00075,Aluminium,Tubing,Round,,27.1 x 1.8,mm,,,,27.1,,25.3,1.8,1.935,,,m,,45.43,0.14,77.11144737
2021,ALM00076,Aluminium,Tubing,Round,,31.7 x 1.8,mm,,,,31.7,,29.9,1.8,17.36,,,m,,19.76,0.14,300.9066667
2021,ALM00077,Aluminium,Tubing,Round,,32 x 3.5,mm,,,,32,,28.5,3.5,5.48,,,m,,11.97,0.14,57.54
2021,ALM00078,Aluminium,Tubing,Round,,32 x 2,mm,,,,32,,30,2,7.2,,,m,,11.97,0.14,75.6
2021,ALM00079,Aluminium,Tubing,Round,,34.9 x 4.7,mm,,,,34.9,,30.2,4.7,2.9,,,m,,11.97,0.14,30.45
2021,ALM00080,Aluminium,Tubing,Round,,37.95 x 1.6,mm,,,,37.95,,36.35,1.6,18.905,,,m,,33.73,0.14,559.3558333
2021,ALM00081,Aluminium,Tubing,Round,,38 x 3.3,mm,,,,38,,34.7,3.3,5.635,,,m,,61.94,0.14,306.1683333
2021,ALM00082,Aluminium,Tubing,Round,,38.2 x 3.6,mm,,,,38.2,,34.6,3.6,6.81,,,m,,33.73,0.14,201.4923684
2021,ALM00083,Aluminium,Tubing,Round,,38.4 x 2,mm,,,,38.4,,36.4,2,0,,,m,,61.94,0.14,0
2021,ALM00084,Aluminium,Tubing,Round,,50.4 x 1.6,mm,,,,50.4,,48.8,1.6,7.5,,,m,,32.3,0.14,212.5
2021,ALM00085,Aluminium,Tubing,Round,,50.75 x 3.5,mm,,,,50.75,,47.25,3.5,0,,,m,,102.5,0.14,0
2021,ALM00086,Aluminium,Tubing,Round,,51 x 2.2,mm,,,,51,,48.8,2.2,6.67,,,m,,32.3,0.14,188.9833333
2021,ALM00087,Aluminium,Tubing,Round,,51 x 1.6,mm,,,,51,,49.4,1.6,2.945,,,m,,32.3,0.14,83.44166667
2021,ALM00088,Aluminium,Tubing,Round,,51 x 1.2,mm,,,,51,,49.8,1.2,5.95,,,m,,32.3,0.14,168.5833333
2021,ALM00089,Aluminium,Tubing,Round,,51.1 x 1.8,mm,,,,51.1,,49.3,1.8,1.63,,,m,,32.3,0.14,46.18333333
2021,ALM00090,Aluminium,Tubing,Round,,51.5 x 1.2,mm,,,,51.5,,50.3,1.2,2.73,,,m,,32.3,0.14,77.35
2021,ALM00092,Aluminium,Tubing,Round,,68.5 x 2.5,mm,,,,68.5,,66,2.5,2.17,,,m,,65.36,0.14,124.4133333
2021,ALM00093,Aluminium,Tubing,Round,,70 x 5,mm,,,,70,,65,5,3.5,,,m,,75.24,0.14,231
2021,ALM00094,Aluminium,Tubing,Round,,108 x 3.5,mm,,,,108,,104.5,3.5,10.26,,,m,,154.65,0.14,1391.85
2021,ALM00095,Aluminium,Tubing,Round,,151 x 1.8,mm,,,,151,,149.2,1.8,0.92,,,m,,285,0.14,230
2021,BRS00056,Brass,Tubing,Round,,6.35 x 0.8,mm,,,,6.35,,5.55,0.8,3.62,,,m,,8.36,0.14,26.54666667
2021,BRS00057,Brass,Tubing,Round,,10 x 1.6,mm,,No Unit Price available,,10,,8.4,1.6,5,,,m,,,0.14,0
